company,review_title,source_section,label,text,text_length,rating,review_date,source_url,language
Tata Consultancy Services,Recomendada,pros,positive,"Good Environment, Good Work Culture",35,,,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,en
Tata Consultancy Services,"Good Environment, Good Work Culture",pros,positive,"Good Environment, Good Work Culture",35,,,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,en
Tata Consultancy Services,Preguntas frecuentes sobre las evaluaciones de Tata Consultancy Services,pros,positive,"de trabajar en Tata Consultancy Services según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance and also many thing to grow as a employee and a person "" "" “ Job security is good for any roles” and TCS is described as being “on par with govt jobs” "" "" Location of the firm as its in the centre of the city and the work culture is also Good "" "" Good work environment and you have to work end to end on the project so learning is excellent. "" "" Good for learning and good opportunity if you are under good work (client). "" ¿Cuáles son las",571,3.5,,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,en
Tata Consultancy Services,Tata Consultancy Services,pros,positive,"de trabajar en Tata Consultancy Services según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance and also many thing to grow as a employee and a person "" "" “ Job security is good for any roles” and TCS is described as being “on par with govt jobs” "" "" Location of the firm as its in the centre of the city and the work culture is also Good "" "" Good work environment and you have to work end to end on the project so learning is excellent. "" "" Good for learning and good opportunity if you are under good work (client). "" ¿Cuáles son las",571,3.5,,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,en
Chubb,Desinformación,pros,positive,Flexibles en horarios y vacaciones Buen sueldo Buenas Prestaciones Híbrido o Remoto,83,4.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Modo de Trabajo,pros,positive,"La ventaja es que al ser practicante y tener tiempo parcial se acomoda muy bien a tus estudios, además el formato híbrido es ideal como estudiante.",147,5.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Buen lugar,pros,positive,Flexibilidad Aprendizaje Buen lugar Crecimiento Estabilidad,59,4.0,ene 2026,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Poor management,pros,positive,"de trabajar en Chubb según las evaluaciones de empleados reales? Los usuarios dicen... "" Poor management and communication with staff "" "" No training and not organized "" "" Senior management is always talking Travelers this and Travelers that! "" "" Low bonus even though performance was good "" "" Upper management is apparently too dense to get this mindset figured out. """,369,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,en
Chubb,Chubb,pros,positive,Flexibles en horarios y vacaciones Buen sueldo Buenas Prestaciones Híbrido o Remoto,83,3.7,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Evaluaciones por cargo,pros,positive,Flexibles en horarios y vacaciones Buen sueldo Buenas Prestaciones Híbrido o Remoto,83,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Recomendada,pros,positive,Flexibles en horarios y vacaciones Buen sueldo Buenas Prestaciones Híbrido o Remoto,83,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Flexibles en horarios y vacaciones Buen sueldo Buenas Prestaciones Híbrido o Remoto,pros,positive,Flexibles en horarios y vacaciones Buen sueldo Buenas Prestaciones Híbrido o Remoto,83,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Ambiente laboral malo Exceso de cursos obligatorios Cambios de management seguido Desconexión entre RH y sus Equipos Desconexión entre todos los equipos,pros,positive,Ambiente laboral malo Exceso de cursos obligatorios Cambios de management seguido Desconexión entre RH y sus Equipos Desconexión entre todos los equipos,152,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Recomendada,pros,positive,"La ventaja es que al ser practicante y tener tiempo parcial se acomoda muy bien a tus estudios, además el formato híbrido es ideal como estudiante.",147,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,"La ventaja es que al ser practicante y tener tiempo parcial se acomoda muy bien a tus estudios, además el formato híbrido es ideal como estudiante.",pros,positive,"La ventaja es que al ser practicante y tener tiempo parcial se acomoda muy bien a tus estudios, además el formato híbrido es ideal como estudiante.",147,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,La organización y comunicación debería mejorar.,pros,positive,La organización y comunicación debería mejorar.,47,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Recomendada,pros,positive,Flexibilidad Aprendizaje Buen lugar Crecimiento Estabilidad,59,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Flexibilidad Aprendizaje Buen lugar Crecimiento Estabilidad,pros,positive,Flexibilidad Aprendizaje Buen lugar Crecimiento Estabilidad,59,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Preguntas frecuentes sobre las evaluaciones de Chubb,pros,positive,"de trabajar en Chubb según las evaluaciones de empleados reales? Los usuarios dicen... "" Good benefits And networking opportunities "" "" great people ; I no longer work there but have many close friends still with the company "" "" Good work life balance because there is nothing to do on most teams except useless work "" "" It has a great culture and very flexible with working from home. "" "" good support and pay is not bad "" ¿Cuáles son las",439,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,en
Chubb,sueldos,pros,positive,"de trabajar en Chubb según las evaluaciones de empleados reales? Los usuarios dicen... "" Good benefits And networking opportunities "" "" great people ; I no longer work there but have many close friends still with the company "" "" Good work life balance because there is nothing to do on most teams except useless work "" "" It has a great culture and very flexible with working from home. "" "" good support and pay is not bad "" ¿Cuáles son las",439,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,en
Infosys,Technology analyst,pros,positive,Strong brand value on resume Good training for freshers Decent work-life balance (in many teams) Onsite opportunities available Stable job environment,150,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en
Infosys,Evaluación continua,pros,positive,Múltiples clientes con los cuales puedes trabajar,49,4.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es
Infosys,Specialist Programmer,pros,positive,Stable Job no worries about layoffs,35,4.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en
Infosys,Low salary,pros,positive,"de trabajar en Infosys según las evaluaciones de empleados reales? Los usuarios dicen... "" Low salary when I joined and employees are not counted when it comes to priority. "" "" Very low to no salary hike and no promotion especially if you join as fresher and very hard to get a hike. "" "" Less pay and you have to be very lucky to get into pure software development projects "" "" Poor management and retaining for resources. "" "" You could be an awesome programmer but you might just end up being a really bad manager """,516,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en
Infosys,Infosys,pros,positive,Strong brand value on resume Good training for freshers Decent work-life balance (in many teams) Onsite opportunities available Stable job environment,150,3.6,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en
Infosys,Evaluaciones por cargo,pros,positive,Strong brand value on resume Good training for freshers Decent work-life balance (in many teams) Onsite opportunities available Stable job environment,150,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en
Infosys,Recomendada,pros,positive,Strong brand value on resume Good training for freshers Decent work-life balance (in many teams) Onsite opportunities available Stable job environment,150,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en
Infosys,Strong brand value on resume Good training for freshers Decent work-life balance (in many teams) Onsite opportunities available Stable job environment,pros,positive,Strong brand value on resume Good training for freshers Decent work-life balance (in many teams) Onsite opportunities available Stable job environment,150,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en
Infosys,Slow salary growth Limited role flexibility Bureaucratic processes Project quality varies a lot Less exposure to latest tech in some roles,pros,positive,Slow salary growth Limited role flexibility Bureaucratic processes Project quality varies a lot Less exposure to latest tech in some roles,138,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en
Infosys,Recomendada,pros,positive,Múltiples clientes con los cuales puedes trabajar,49,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es
Infosys,Múltiples clientes con los cuales puedes trabajar,pros,positive,Múltiples clientes con los cuales puedes trabajar,49,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es
Infosys,Se aprecia que el pipeline de new hires es mayor al número de personal de RH,pros,positive,Se aprecia que el pipeline de new hires es mayor al número de personal de RH,76,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es
Infosys,Recomendada,pros,positive,Stable Job no worries about layoffs,35,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en
Infosys,Stable Job no worries about layoffs,pros,positive,Stable Job no worries about layoffs,35,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en
Infosys,Preguntas frecuentes sobre las evaluaciones de Infosys,pros,positive,"de trabajar en Infosys según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance (Up to you if you do your work correctly instead of taking long coffee breaks) "" "" Work Culture of company is good and if you find good team then nothing is more flexible. "" "" Training is good and your job will be secure despite of ups and downs in the market "" "" Good campuses if in case you never got a college or school with a good campus "" "" The work environment is good if you are OK with the on site and offshore model. "" ¿Cuáles son las",557,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en
Infosys,Infosys,pros,positive,"de trabajar en Infosys según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance (Up to you if you do your work correctly instead of taking long coffee breaks) "" "" Work Culture of company is good and if you find good team then nothing is more flexible. "" "" Training is good and your job will be secure despite of ups and downs in the market "" "" Good campuses if in case you never got a college or school with a good campus "" "" The work environment is good if you are OK with the on site and offshore model. "" ¿Cuáles son las",557,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,en
Oracle,somos pollitos de colores,pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,4.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Recomendado,pros,positive,Prestaciones superiores a la ley Buenas Instalaciones,53,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Mexico,pros,positive,Buenas prestaciones Salario medio Buen equipo,45,2.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,low salary,pros,positive,"de trabajar en Oracle según las evaluaciones de empleados reales? Los usuarios dicen... "" I was hired on a low salary and made my way up to being a very useful asset. "" "" No promotions and no bonuses (for promotions you need to go out of the company and come back) "" "" Managers seem to be caught up in politics and corruption quite frequently and are frequently bad at managing and very good at micromanagement. "" "" Advancement and avoiding frequent layoffs depends solely on politics and relationships with those above you. "" "" poor leadership ; managed by a spreadsheet and billable utilization with no other considerations; just a number """,642,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,en
Oracle,Oracle,pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,3.6,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Evaluaciones por cargo,pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Recomendada,pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,"sueldo, ambiente de trabajo, oficinas, seguro medico",pros,positive,"sueldo, ambiente de trabajo, oficinas, seguro medico",52,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,"muchos recortes, no aumentos o ajustes",pros,positive,"muchos recortes, no aumentos o ajustes",38,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,other
Oracle,Recomendada,pros,positive,Prestaciones superiores a la ley Buenas Instalaciones,53,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Prestaciones superiores a la ley Buenas Instalaciones,pros,positive,Prestaciones superiores a la ley Buenas Instalaciones,53,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Sueldo bajo considerando otras empresas de faangs,pros,positive,Sueldo bajo considerando otras empresas de faangs,49,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Recomendada,pros,positive,Buenas prestaciones Salario medio Buen equipo,45,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Buenas prestaciones Salario medio Buen equipo,pros,positive,Buenas prestaciones Salario medio Buen equipo,45,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Congelamiento de salario por años No hay feedback ni te dicen que necesitas para el siguiente nivel Te aprueban las promociones pero no las hacen efectivas,pros,positive,Congelamiento de salario por años No hay feedback ni te dicen que necesitas para el siguiente nivel Te aprueban las promociones pero no las hacen efectivas,155,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
